K,Istar,N,L,Y,W,R,sL,G,a,I,regime,cost_gap,new_task_margin,epsilonL,LambdaI,productivity,displacement,wage_derivative_formula,wage_derivative_numeric,labor_share_derivative,employment_derivative
0.6854192630677909,0.1796156352205417,1.0,0.8700941561951838,12.770392874754982,11.111444212641427,4.526266426422334,0.7570638406450432,0.4677118803981913,0.1796156352205417,0.4,cost-minimizing,3.425038030968608e-13,4.4513981042342605,0.13826256834570763,7.353995466892275,4.629630012686904e-13,1.9041060305651114,0.0,6.217248937900876e-09,5.96189764223709e-09,5.684341886080801e-09
0.6999849874168524,0.18160829549999075,1.0,0.8687568159775398,12.821194985731974,11.138500532831552,4.49230595597399,0.7547384053074223,0.46604848859963194,0.1816082954999907,0.4,cost-minimizing,-1.7219559111936178e-13,4.417255329734486,0.13977103022920898,7.29571512469759,-2.331468351712829e-13,1.904036907234379,0.0,6.039613253960851e-09,5.1514348342607255e-09,2.8421709430404003e-09
0.7148602454152359,0.18361197022027553,1.0,0.8674137271405007,12.872788357028258,11.166033327460434,4.458518698615584,0.7524065740317555,0.4643792411611198,0.18361197022027553,0.4,cost-minimizing,4.551914400963142e-15,4.383282557865133,0.1412876610012979,7.238464149306325,6.661338147750941e-15,1.903983459815688,0.0,2.1316282072803006e-09,2.2315482794965646e-09,2.8421709430404003e-09
0.7300516149081457,0.18562658730705128,1.0,0.8660649453762352,12.925183546864314,11.194048382492772,4.424907198305734,0.7500684896095356,0.46270424640212854,0.18562658730705128,0.4,cost-minimizing,-2.262634524186069e-13,4.349482293599299,0.1428124166993187,7.18222321751866,-3.053113317719181e-13,1.903945965200817,0.0,-6.017408793468348e-09,-5.168088179630103e-09,-2.8421709430404003e-09
0.7455658135254197,0.18765207407879464,1.0,0.8647105261104309,12.978391254481568,11.222551529729966,4.391473908152466,0.7477242939661911,0.4610236127553125,0.18765207407879458,0.4,cost-minimizing,-3.5138558729386205e-13,4.315856950750639,0.14434525337020293,7.1269734301622645,-4.718447854656916e-13,1.9039247008038311,0.0,-3.885780586188048e-09,-2.9143354396410355e-09,0.0
0.761409701652067,0.1896883572744525,1.0,0.8633505244787023,13.032422322908381,11.251548647710212,4.358221190917402,0.7453741281176048,0.4593374487321375,0.18968835727445255,0.4,cost-minimizing,7.838174553853605e-14,4.282408852471499,0.14588612709471663,7.072696302816335,1.0436096431476474e-13,1.9039199445660853,0.0,4.3298697960381105e-09,3.8968828164342995e-09,2.8421709430404003e-09
0.7775902854619333,0.19173536308063543,1.0,0.8619849953034013,13.0872877417827,11.281045662635563,4.325151319580076,0.7430181321282536,0.4576458628892314,0.19173536308063543,0.4,cost-minimizing,6.107336858462986e-13,4.2491402318109746,0.14743499401120247,7.019373756739699,8.182343691487406e-13,1.9039319749630828,0.0,-3.863576125695545e-09,-2.8643754035329035e-09,0.0
0.7941147200158342,0.19379301715826663,1.0,0.860613993071843,13.142998650243708,11.311048549323758,4.292266477962714,0.7406564450710411,0.45594896379552713,0.1937930171582667,0.4,cost-minimizing,-5.392353230604385e-13,4.216053232333288,0.1489918103387566,6.966988110000742,-7.21644966006352e-13,1.9039610710132484,0.0,-2.398081733190338e-09,-1.7763568394002503e-09,0.0
0.8109903124255251,0.19586124466831994,1.0,0.8592375719144809,13.199566339876984,11.341563332200044,4.25956876139669,0.7382892049894949,0.45424686000049624,0.1958612446683199,0.4,cost-minimizing,4.410916076835747e-13,4.183149908777556,0.15055653239938674,6.9155220688137105,5.895284260759582e-13,1.9040075122870164,0.0,9.769962616701378e-10,7.38298311375729e-10,0.0
0.8282245250849105,0.19793997029855914,1.0,0.8578557855834748,13.257002257718412,11.37259608627751,4.227060177483092,0.7359165488590783,0.4525396600019013,0.19793997029855914,0.4,cost-minimizing,3.0186964039558006e-13,4.150432227811748,0.1521291166412862,6.864958719029439,4.030109579389319e-13,1.904071578922496,0.0,2.6645352591003757e-10,1.9984014443252815e-10,0.0
0.8458249789699162,0.20002911828800385,1.0,0.8564686874329102,13.315318009332515,11.40415293820413,4.194742646860104,0.7335386125530082,0.4508274722157611,0.20002911828800385,0.4,cost-minimizing,-5.322409180053e-13,4.117902068793019,0.15370951965965737,6.8152815178593,-7.083222897108501e-13,1.904153551637708,0.0,1.9984014443252818e-09,1.4876988529977096e-09,0.0
0.8637994570084887,0.2021286124519397,1.0,0.8550763303986186,13.374525361942625,11.436240067312875,4.162618004044132,0.7311555308079496,0.44911040494620463,0.2021286124519397,0.4,cost-minimizing,3.106404022901188e-13,4.0855612246017605,0.1552976982181247,6.7664742857567015,4.1300296516055833e-13,1.9042537117477216,0.0,5.1514348342607255e-09,3.763656053479281e-09,0.0
0.8821559075222093,0.20423837620683927,1.0,0.8536787669788515,13.434636247627752,11.468863706684731,4.130687998328565,0.7287674371905632,0.44738856635574303,0.20423837620683927,0.4,cost-minimizing,2.220446049250313e-15,4.053411402533188,0.15689360927009327,6.718521198470544,3.3306690738754704e-15,1.9043723411850437,0.0,2.6645352591003757e-10,1.9428902930940237e-10,0.0
0.9009024477410444,0.20635833259346287,1.0,0.8522760492163164,13.495662766593524,11.502030144267385,4.098954294696054,0.7263744640677297,0.44566206443736595,0.2063583325934628,0.4,cost-minimizing,3.4017233474514796e-13,4.021454225202097,0.1584972099781565,6.671406779306247,4.5075054799781366e-13,1.9045097225180807,0.0,1.021405182655144e-09,6.994405055138485e-10,0.0
0.9200473673927891,0.20848840430096038,1.0,0.8508682286793063,13.557617190491705,11.535745723985878,4.067418474804811,0.7239767425758659,0.4439310069861577,0.20848840430096038,0.4,cost-minimizing,-2.1005419625907962e-13,3.989691231521667,0.16010845773459578,6.6251158915254,-2.7866597918091434e-13,1.9046661389756694,0.0,8.65973959207622e-10,1.348920974919565e-09,2.8421709430404003e-09
0.9395991323687871,0.21062851368915364,1.0,0.8494553564453844,13.620511965829222,11.570016846902682,4.0360820379897335,0.7215744025937924,0.44219550157273085,0.2106285136891537,0.4,cost-minimizing,5.020428517354958e-13,3.958123877696777,0.16172731017998443,6.57963373094495,6.628031457012186e-13,1.9048418744701558,0.0,3.1086244689504383e-10,2.4424906541753444e-10,0.0
0.9595663884675517,0.21277858281172873,1.0,0.8480374830836497,13.68435971742214,11.604849972373696,4.004946402326955,0.7191675727148353,0.44045565551625315,0.2127785828117288,0.4,cost-minimizing,-3.9768188742073107e-13,3.926753538280763,0.16335372522277525,6.534945818671846,-5.24025267623074e-13,1.90503721362603,0.0,-4.618527782440651e-09,-3.9968028886505635e-09,-2.8421709430404003e-09
0.9799579652179422,0.21493853343724484,1.0,0.8466146586393326,13.74917325193869,11.640251619263836,3.9740129057000844,0.716756380223038,0.4387115758595757,0.2149385334372449,0.4,cost-minimizing,3.2818192607919627e-13,3.895581507233466,0.16498766105658128,6.491037994036559,4.31876756579186e-13,1.9052524418059928,0.0,3.26405569239796e-09,3.0642155479654316e-09,2.8421709430404003e-09
1.0007828797835838,0.21710828707150887,1.0,0.8451869326177075,13.814965561497846,11.676228367142329,3.9432828069384533,0.7143409510677721,0.43696336934358365,0.21710828707150887,0.4,cost-minimizing,3.9035441545820504e-13,3.86460899905143,0.16662907617898648,6.447896407646997,5.129230373768224e-13,1.9054878451441424,0.0,1.6875389974302377e-09,1.2045919817182948e-09,0.0
1.0220503409502624,0.21928776497785596,1.0,0.8437543539693708,13.881749827348271,11.712786857539324,3.9127572869513423,0.7119214098423103,0.4352111423835649,0.21928776497785596,0.4,cost-minimizing,2.2515322939398175e-13,3.8338371498936574,0.16827792940811773,6.405507514631912,2.953193245502917e-13,1.9057437105765944,0.0,2.886579864025407e-10,-4.940492459581947e-10,-2.8421709430404003e-09
1.0437697531980525,0.2214768881977957,1.0,0.8423169710758027,13.949539423616358,11.749933795203606,3.8824374499098164,0.7094978797623495,0.4334550010456037,0.22147688819779576,0.4,cost-minimizing,2.424727085781342e-13,3.8032670187549713,0.16993417989967644,6.363858068019497,3.175237850427948e-13,1.9060203258765056,0.0,-2.2204460492503128e-10,5.218048215738236e-10,2.8421709430404003e-09
1.065950720859983,0.22367557757102108,1.0,0.84087483173544,14.018347921127107,11.787675949386434,3.85232432445091,0.7070704826460938,0.43169505102380773,0.22367557757102108,0.4,cost-minimizing,-2.042810365310288e-14,3.7728995886615495,0.17159778716332924,6.32293511226911,-2.6645352591003763e-14,1.9063179796906016,0.0,2.2648549702353193e-09,1.6375789613221057e-09,0.0
1.0886030523690762,0.22588375375468894,1.0,0.8394279831504328,14.088189091301329,11.826020155153264,3.822418864901264,0.7046393388960188,0.4299313976184342,0.22588375375468894,0.4,cost-minimizing,9.992007221626409e-15,3.7427357678857245,0.17326871107836017,6.282725976954317,1.3322676295501882e-14,1.9066369615769745,0.0,4.2188474935755943e-10,-4.1633363423443365e-10,-2.8421709430404003e-09
1.111736764595642,0.22810133724252085,1.0,0.8379764719139671,14.159076910128997,11.864973314708644,3.792721952529563,0.7022045674813934,0.428164145714472,0.2281013372425209,0.4,cost-minimizing,-3.206324095117452e-13,3.7127763911894927,0.1749469119092008,6.243218270583993,-4.185540802836841e-13,1.9069775620457365,0.0,-1.0880185641326534e-09,-7.938094626069868e-10,0.0
1.135362087276741,0.23032824838299132,1.0,0.836520343998101,14.231025562219534,11.904542398754415,3.7632343968097204,0.699766285922746,0.42639339976126106,0.23032824838299137,0.4,cost-minimizing,1.971756091734278e-13,3.6830222210785473,0.17663235032001307,6.204399874572056,2.5757174171303637e-13,1.9073400726003424,0.0,-7.549516567451063e-10,-4.996003610813204e-10,0.0
1.1594894675397793,0.2325644073976098,1.0,0.835059644741998,14.304049444929195,11.944734447854168,3.733956936713662,0.6973246102766097,0.424619263752341,0.23256440739760986,0.4,cost-minimizing,3.3573144264664734e-13,3.65347394908587,0.1783249873894563,6.166258937334895,4.374278717023118e-13,1.907724785782459,0.0,8.237854842718662e-09,6.46149800331841e-09,2.8421709430404003e-09
1.1841295745222324,0.23480973439810976,1.0,0.8335944188407289,14.378163172568781,11.985556573835309,3.7048902420074543,0.6948796551224511,0.4228418412064698,0.2348097343981097,0.4,cost-minimizing,-2.788880237858393e-13,3.6241321970584117,0.18002478462431284,6.1287838685348754,-3.630429290524263e-13,1.9081319952170193,0.0,-1.7541523789077471e-09,-1.965094753586527e-09,-2.8421709430404003e-09
1.209293304089542,0.2370641494031831,1.0,0.832124710335324,14.45338158070155,12.027015961207663,3.676034914565397,0.6924315335506744,0.4210612351492969,0.2370641494031831,0.4,cost-minimizing,4.4986236957811343e-13,3.594997518461625,0.18173170397271873,6.0919633334552685,5.839773109528324e-13,1.9085619956594844,0.0,2.19824158875781e-09,2.2648549702353193e-09,2.8421709430404003e-09
1.2349917836532713,0.23932757235557955,1.0,0.8306505626016887,14.529719730504281,12.06911986858819,3.64739148970641,0.6899803571504992,0.41927754809504064,0.23932757235557955,0.4,cost-minimizing,3.532729664357248e-13,3.5660703997062533,0.18344570783782924,6.055786247491173,4.574118861455646e-13,1.9090150830468806,0.0,7.038813976123492e-09,5.573319583618285e-09,2.8421709430404003e-09
1.2612363770916533,0.24159992313738482,1.0,0.8291720183417928,14.607192913233865,12.111875630174467,3.6189604375212516,0.6875262360010257,0.41749088202989154,0.24159992313738488,0.4,cost-minimizing,4.614086890342151e-13,3.5373512614656213,0.1851667590895958,6.020241770789626,5.972999872483343e-13,1.9094915545474698,0.0,1.0880185641326534e-09,7.549516567451063e-10,0.0
1.2880386897746994,0.243881121585938,1.0,0.8276891195742919,14.685816654767045,12.1552906572133,3.590742164226099,0.6850692786616491,0.4157013383951919,0.243881121585938,0.4,cost-minimizing,-1.6142642778049776e-13,3.508840460019317,0.186894821077316,5.985319302995933,-2.0761170560490432e-13,1.9099917086151084,0.0,2.4868995751603507e-09,2.481348460037225e-09,2.8421709430404003e-09
1.3154105736961017,0.24617108750847372,1.0,0.8262019076259997,14.765606720231855,12.199372439510402,3.5627370135090777,0.6826095921648164,0.41390901807189723,0.24617108750847372,0.4,cost-minimizing,-1.5232259897857148e-13,3.4805382885895524,0.1886298576408533,5.951008478134686,-1.9650947535865276e-13,1.9105158450433517,0.0,-3.7081449022480224e-09,-2.5368596112684823e-09,0.0
1.3433641327141876,0.2484697406969471,1.0,0.8247104231236464,14.84657911872618,12.244128546943363,3.534945267893746,0.680147282008784,0.41211402136516534,0.24846974069694716,0.4,cost-minimizing,4.178879464689089e-13,3.452444978694452,0.19037183312215344,5.9172991596000735,5.38458166943201e-13,1.9110642650231535,0.0,7.327471962526032e-10,4.940492459581947e-10,0.0
1.3719117279042512,0.25077700094213096,1.0,0.8232147059860915,14.928750108126431,12.289566631001932,3.5073671501010186,0.6776824521518112,0.41031644798978556,0.25077700094213096,0.4,cost-minimizing,-4.556355293061642e-13,3.4245607014995985,0.1921207123760407,5.884181435267423,-5.850875339774576e-13,1.9116372712017107,0.0,-3.1974423109204504e-09,-2.19824158875781e-09,0.0
1.4010659830246266,0.2530927880465306,1.0,0.8217147954177859,15.01213619999869,12.335694426365086,3.480002824403794,0.6752152050084513,0.4085163970567914,0.25309278804653057,0.4,cost-minimizing,3.7614356074300304e-13,3.396885569162032,0.19387646077980183,5.851645612729384,4.829470157119432e-13,1.9122351677414149,0.0,5.440092820663266e-09,4.440892098500626e-09,2.8421709430404003e-09
1.4308397900989183,0.2554170218385719,1.0,0.8202107299006449,15.096754164579043,12.382519752460082,3.452852398005408,0.6727456414441544,0.4067139670593382,0.25541702183857184,0.4,cost-minimizing,-9.747758156208874e-14,3.369419636198203,0.19563904424423587,5.819682214619541,-1.2545520178264271e-13,1.9128582603847668,0.0,-4.4408920985006256e-10,-2.9976021664879227e-10,0.0
1.46124631511686,0.25774962218415187,1.0,0.818702547189214,15.182621035884784,12.430050515087732,3.4259159223895135,0.6702738607741242,0.4049092558608875,0.25774962218415187,0.4,cost-minimizing,2.0805579481475434e-13,3.3421629008228972,0.19740842922193438,5.788281974076844,2.664535259100376e-13,1.9135068565160638,0.0,-3.130828929442941e-09,-2.0816681711721685e-09,0.0
1.49229900385632,0.26009050899964475,1.0,0.8171902843036221,15.269754116891328,12.478294708028303,3.3991933946916273,0.6677999607602065,0.4031023606825039,0.2600905089996448,0.4,cost-minimizing,1.8185453143360064e-13,3.315115306309964,0.19918458271720552,5.75743583029087,2.3203661214665777e-13,1.914181265229289,0.0,-7.105427357601001e-10,-4.773959005888173e-10,0.0
1.52401158782903,0.26243960226326973,1.0,0.8156739775244091,15.358170984826554,12.527260414693206,3.3726847590520417,0.6653240376104774,0.4012933780916668,0.2624396022632698,0.4,cost-minimizing,-3.355093980417223e-13,3.2882767423340975,0.20096747229430428,5.727134924169014,-4.2743586448068537e-13,1.914881797395063,0.0,-2.797762022055394e-09,-2.6534330288541237e-09,-2.8421709430404003e-09
1.5563980903526653,0.26479682202627913,1.0,0.8141536623876928,15.447889496566184,12.576955809789412,3.3463899079687303,0.6628461859792766,0.399482403991454,0.2647968220262791,0.4,cost-minimizing,4.04121180963557e-13,3.2616470463125293,0.20275706608556113,5.697370594102935,5.151434834260727e-13,1.9156087657301213,0.0,-1.9317880628477724e-09,-2.048361480433414e-09,-2.8421709430404003e-09
1.5894728327519616,0.2671620884244169,1.0,0.8126293736796559,15.538927794119553,12.627389160989427,3.3203086836521005,0.6603664989670242,0.39766953360974916,0.2671620884244169,0.4,cost-minimizing,8.08242361927114e-14,3.2352260047485273,0.20455333279988153,5.668134371827186,1.0325074129013958e-13,1.9163624848701928,0.0,9.103828801926283e-10,6.050715484207103e-10,0.0
1.6232504406916108,0.26953532168765065,1.0,0.8111011454330219,15.631304310241083,12.678568830649537,3.294440879357693,0.6578850681228049,0.3958548614900039,0.2695353216876506,0.4,cost-minimizing,-3.8546943414985435e-13,3.2090133545525195,0.2063562417294499,5.639417978393212,-4.896083538596941e-13,1.9171432714417507,0.0,-2.375877272697835e-09,-2.353672812205332e-09,-2.8421709430404003e-09
1.6577458506437357,0.2719164421505402,1.0,0.809569010922564,15.725037774132906,12.730503277524642,3.2687862407235637,0.6554019834461338,0.3940384814817283,0.2719164421505402,0.4,cost-minimizing,-3.965716643961059e-13,3.1830087843679187,0.2081657627572121,5.611213320226624,-5.018208071305709e-13,1.9179514441380454,0.0,1.887379141862766e-09,1.2490009027033011e-09,0.0
1.692974316492804,0.2743053702618775,1.0,0.8080330026613536,15.820147217262251,12.783201058509645,3.24334446709502,0.6529173333899523,0.3922204867317572,0.2743053702618775,0.4,cost-minimizing,-1.1546319456101628e-14,3.1572119358841286,0.20998186636364882,5.58351248528343,-1.4432899320127038e-14,1.91878732379627,0.0,-5.218048215738235e-09,-4.163336342344337e-09,-2.8421709430404003e-09
1.7289514162809028,0.27670202659387294,1.0,0.8064931523976901,15.91665197929528,12.836670830399482,3.218115212840054,0.6504312048643992,0.39040096967607135,0.2767020265938729,0.4,cost-minimizing,-3.0309088572266774e-13,3.131622405140116,0.21180452363315663,5.556307739299598,-3.830269434956791e-13,1.9196512334765816,0.0,-1.1102230246251564e-10,-8.881784197001251e-11,0.0
1.7656930590963549,0.2791063318506139,1.0,0.8049494911122033,16.014571714143354,12.89092135167982,3.193098088648928,0.6479436832418072,0.38858002203237646,0.27910633185061395,0.4,cost-minimizing,3.7569947153315297e-13,3.1062397438119302,0.21363370625969058,5.529591522135075,4.729550084903168e-13,1.9205434985421213,0.0,4.352074256530614e-09,3.61932706027801e-09,2.8421709430404003e-09
1.8032154921087242,0.2815182068770678,1.0,0.8034020490146696,16.113926396118362,12.945961484312402,3.168292662834062,0.6454548523609367,0.38675773479246806,0.28151820687706786,0.4,cost-minimizing,-1.8540724511240114e-13,3.0810634605005633,0.21546938655311856,5.503356444196188,-2.342570581959081e-13,1.9214644467431836,0.0,-3.4194869158454817e-09,-3.003153281611048e-09,-2.8421709430404003e-09
1.841535307753321,0.2839375726663594,1.0,0.8018508555423056,16.214736326222212,13.001800195573365,3.143698462602097,0.6429647945338871,0.3849341982160977,0.28393757266635933,0.4,cost-minimizing,-5.313527395855999e-13,3.0560930219916247,0.21731153744374943,5.477595282960099,-6.683542608243443e-13,1.922414408300178,0.0,3.6859404417555193e-09,3.208544541166702e-09,2.8421709430404003e-09
1.880669451068383,0.28636435036777336,1.0,0.8002959393573823,16.31702213854522,13.058446559883091,3.119314975325824,0.6404735905519563,0.38310950182447684,0.2863643503677733,0.4,cost-minimizing,2.540190280342358e-13,3.0313278545149416,0.21916013248776342,5.45230097957213,3.1863400806742e-13,1.9233937159910983,0.0,-2.2648549702353193e-09,-2.248201624865942e-09,-2.8421709430404003e-09
1.920635227188179,0.28879846129421266,1.0,0.7987373283454049,16.420804806792525,13.115909760658885,3.0951416498006297,0.6379813196923572,0.3812837343943775,0.2887984612942127,0.4,cost-minimizing,-5.240252676230739e-14,3.006767344988522,0.22101514587213764,5.427466635528871,-6.550315845288425e-14,1.9244027052405577,0.0,-5.6621374255882975e-09,-4.418687638008123e-09,-2.8421709430404003e-09
1.9614503089953463,0.2912398269284732,1.0,0.7971750496138064,16.526105650940245,13.17419909221125,3.0711778974763058,0.6354880597267725,0.3794569839532987,0.2912398269284733,0.4,cost-minimizing,-1.9606538614880265e-13,2.9824108422375866,0.2228765524183182,5.403085509451388,-2.4535928844215965e-13,1.9254417142087716,0.0,-2.953193245502916e-09,-1.9040324872321435e-09,0.0
2.0031327449358463,0.2936883689301575,1.0,0.7956091294906957,16.632946344018116,13.233323961629022,3.047423093686978,0.6329938869289101,0.3776293377743249,0.2936883689301575,0.4,cost-minimizing,-3.6903813338540203e-13,2.958257658211794,0.22474432758673696,5.37915101392807,-4.607425552194401e-13,1.9265110838850221,0.0,-1.6431300764452315e-09,-1.0380585280245214e-09,0.0
2.0457009669999944,0.2961440091416756,1.0,0.7940395935238367,16.741348919024244,13.293293890702108,3.023876578857899,0.6304988760834701,0.3758008823718361,0.2961440091416756,0.4,cost-minimizing,-5.253575352526241e-13,2.9343070691790816,0.22661844748037352,5.355656712441718,-6.561418075534676e-13,1.927611158181681,0.0,-1.7763568394002503e-09,-1.937339177970898e-09,-2.8421709430404003e-09
2.0891737988730954,0.2986066695939765,1.0,0.792466466480134,16.851335775978107,13.35411851785903,3.0005376596981814,0.6280031004954808,0.3739717034975797,0.2986066695939765,0.4,cost-minimizing,-7.638334409421077e-14,2.9105583169053415,0.22849888884812464,5.332596316372522,-9.547918011776349e-14,1.9287422840305337,0.0,1.2878587085651814e-09,8.437694987151189e-10,0.0
2.133570464259282,0.3010762725121859,1.0,0.7908897723448949,16.962929689105216,13.415807600119093,2.9774056103788147,0.6255066319997694,0.3721418861369701,0.3010762725121858,0.4,cost-minimizing,2.1183055309847987e-13,2.887010609819284,0.2303856290881523,5.309963682073933,2.6312285683616215e-13,1.9299048114816508,0.0,-1.4210854715202002e-09,-8.826273045769993e-10,0.0
2.178910595382247,0.3035527403205174,1.0,0.7893095343218877,17.07615381417025,13.47837101507243,2.9544796736905408,0.6230095409714713,0.3703115145060787,0.3035527403205174,0.4,cost-minimizing,-2.9753977059954195e-14,2.863663124156973,0.23227864625051842,5.287752808025902,-3.663735981263017e-14,1.9310990938034966,0.0,-2.6867397195928784e-09,-2.4868995751603507e-09,-2.8421709430404003e-09
2.225214241666621,0.30603599564700323,1.0,0.7877257748333402,17.191031695950365,13.541818762876781,2.9317590621856056,0.6205118963367756,0.36848067204890333,0.30603599564700323,0.4,cost-minimizing,-3.483879851273741e-13,2.8405150050901207,0.23417791903970014,5.265957832058764,-4.3298697960381115e-13,1.9323254875854403,0.0,-1.376676550535194e-09,-8.215650382226157e-10,0.0
2.2725018786038347,0.30852596132804017,1.0,0.7861385155199394,17.30758727585231,13.606160968270451,2.9092429593029068,0.6180137655838996,0.3666494414349166,0.3085259613280402,0.4,cost-minimizing,-3.381739333008227e-13,2.817565367837675,0.23608342681698466,5.244573028646579,-4.185540802836841e-13,1.9335843528426837,0.0,9.769962616701378e-10,5.939693181744587e-10,0.0
